date,year,month,period_type,product_code,product_name,criticality,fab_code,fab_name,demand_units,forecast_units,capacity_units,supply_units,demand_fulfilled_units,shortage_units,inventory_begin_units,inventory_end_units
2024-12-01,2024,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,123964,117303,155091,153315,123964,0,162757,192108
2024-12-01,2024,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,84791,78202,106682,107500,84791,0,74204,96913
2024-12-01,2024,12,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,69483,65168,76978,78317,69483,0,13607,22440
2024-12-01,2024,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,142667,143845,202812,208896,142667,0,331425,397655
2024-12-01,2024,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,94582,95897,139507,138528,94582,0,193328,237274
2024-12-01,2024,12,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,77322,79914,100663,102044,77322,0,59996,84718
2024-12-01,2024,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,75469,81477,107371,109611,75469,0,162571,196713
2024-12-01,2024,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,50909,54318,73856,72708,50909,0,108503,130303
2024-12-01,2024,12,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,44508,45265,53292,51870,44508,0,39856,47218
2025-01-01,2025,1,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,188787,193889,253789,260606,188787,0,441673,513492
2025-01-01,2025,1,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,132272,129259,175778,168847,132272,0,275356,311931
2025-01-01,2025,1,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,103918,107716,125717,127749,103918,0,101844,125675
2025-01-01,2025,1,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,288294,295435,368598,373699,288294,0,512470,597875
2025-01-01,2025,1,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,190843,196956,255297,255783,190843,0,322940,387881
2025-01-01,2025,1,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,157268,164130,182588,187308,157268,0,48514,78555
2025-01-01,2025,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,129413,135317,157108,157442,129413,0,192108,220137
2025-01-01,2025,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,86874,90212,108815,108462,86874,0,96913,118501
2025-01-01,2025,1,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,71166,75176,77825,79064,71166,0,22440,30338
2025-01-01,2025,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,162594,154547,205448,208892,162594,0,397655,443952
2025-01-01,2025,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,108814,103031,142297,143160,108814,0,237274,271620
2025-01-01,2025,1,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,89404,85859,101771,103529,89404,0,84718,98843
2025-01-01,2025,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,85027,80654,108767,104659,85027,0,196713,216344
2025-01-01,2025,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,56651,53769,75334,75956,56651,0,130303,149608
2025-01-01,2025,1,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,48382,44808,53879,54042,48382,0,47218,52877
2025-02-01,2025,2,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,209289,206935,257088,249831,209289,0,513492,554034
2025-02-01,2025,2,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,139679,137956,179294,174395,139679,0,311931,346647
2025-02-01,2025,2,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,120206,114964,127099,126572,120206,0,125675,132041
2025-02-01,2025,2,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,339605,327346,373390,381308,339605,0,597875,639578
2025-02-01,2025,2,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,218910,218230,260403,258974,218910,0,387881,427945
2025-02-01,2025,2,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,182841,181859,184597,178611,182841,0,78555,74325
2025-02-01,2025,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,147857,153049,159150,157580,147857,0,220137,229860
2025-02-01,2025,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,100735,102033,110991,105786,100735,0,118501,123552
2025-02-01,2025,2,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,82445,85027,78681,78906,82445,0,30338,26799
2025-02-01,2025,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,163093,174608,208119,207032,163093,0,443952,487891
2025-02-01,2025,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,106473,116405,145143,144016,106473,0,271620,309163
2025-02-01,2025,2,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,87971,97004,102890,100198,87971,0,98843,111070
2025-02-01,2025,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,96924,95684,110181,107769,96924,0,216344,227189
2025-02-01,2025,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,66248,63789,76840,79145,66248,0,149608,162506
2025-02-01,2025,2,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,53200,53158,54471,53486,53200,0,52877,53163
2025-03-01,2025,3,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,210282,225515,260431,260252,210282,0,554034,604004
2025-03-01,2025,3,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,145905,150343,182880,177368,145905,0,346647,378110
2025-03-01,2025,3,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,123770,125286,128498,132352,123770,0,132041,140624
2025-03-01,2025,3,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,334641,326916,378244,370444,334641,0,639578,675380
2025-03-01,2025,3,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,223183,217944,265611,251899,223183,0,427945,456662
2025-03-01,2025,3,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,186116,181620,186627,192226,186116,0,74325,80434
2025-03-01,2025,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,145696,154143,161219,163277,145696,0,229860,247441
2025-03-01,2025,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,99662,102762,113211,116608,99662,0,123552,140498
2025-03-01,2025,3,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,83773,85635,79546,78954,83773,0,26799,21981
2025-03-01,2025,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,172510,169507,210825,212098,172510,0,487891,527478
2025-03-01,2025,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,117759,113005,148046,148538,117759,0,309163,339942
2025-03-01,2025,3,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,99216,94171,104022,102960,99216,0,111070,114813
2025-03-01,2025,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,96582,105791,111613,114961,96582,0,227189,245568
2025-03-01,2025,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,65527,70528,78377,77175,65527,0,162506,174153
2025-03-01,2025,3,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,57536,58773,55070,55241,57536,0,53163,50868
2025-04-01,2025,4,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,234607,241126,263816,264454,234607,0,604004,633851
2025-04-01,2025,4,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,160144,160750,186537,181531,160144,0,378110,399498
2025-04-01,2025,4,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,130091,133959,129911,130177,130091,0,140624,140709
2025-04-01,2025,4,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,378149,380056,383162,377042,378149,0,675380,674274
2025-04-01,2025,4,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,248644,253371,270923,267915,248644,0,456662,475933
2025-04-01,2025,4,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,207008,211142,188680,187913,207008,0,80434,61339
2025-04-01,2025,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,165191,158653,163315,160831,165191,0,247441,243082
2025-04-01,2025,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,110631,105769,115476,116647,110631,0,140498,146513
2025-04-01,2025,4,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,92529,88141,80421,81181,92529,0,21981,10632
2025-04-01,2025,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,172446,178574,213565,216304,172446,0,527478,571337
2025-04-01,2025,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,110677,119050,151006,151487,110677,0,339942,380752
2025-04-01,2025,4,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,97575,99208,105166,104790,97575,0,114813,122029
2025-04-01,2025,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,102445,104584,113064,114590,102445,0,245568,257713
2025-04-01,2025,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,68059,69723,79945,80188,68059,0,174153,186283
2025-04-01,2025,4,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,55748,58102,55676,55486,55748,0,50868,50607
2025-05-01,2025,5,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,246222,234258,267246,264619,246222,0,633851,652248
2025-05-01,2025,5,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,167296,156172,190268,187016,167296,0,399498,419217
2025-05-01,2025,5,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,139752,130144,131340,128879,139752,0,140709,129836
2025-05-01,2025,5,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,371539,388784,388143,390452,371539,0,674274,693187
2025-05-01,2025,5,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,252300,259189,276342,274062,252300,0,475933,497695
2025-05-01,2025,5,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,207699,215991,190756,187285,207699,0,61339,40925
2025-05-01,2025,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,181475,177408,165438,166059,181475,0,243082,227667
2025-05-01,2025,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,117818,118272,117785,117014,117818,0,146513,145709
2025-05-01,2025,5,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,100750,98560,81306,81275,91907,8843,10632,0
2025-05-01,2025,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,187074,172976,216342,213348,187074,0,571337,597611
2025-05-01,2025,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,121573,115318,154027,153550,121573,0,380752,412729
2025-05-01,2025,5,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,99710,96098,106323,107808,99710,0,122029,130128
2025-05-01,2025,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,105683,104424,114534,112368,105683,0,257713,264399
2025-05-01,2025,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,71667,69616,81543,77591,71667,0,186283,192207
2025-05-01,2025,5,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,60120,58013,56289,57037,60120,0,50607,47524
2025-06-01,2025,6,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,233191,229103,270720,272618,233191,0,652248,691675
2025-06-01,2025,6,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,158287,152735,194073,194145,158287,0,419217,455075
2025-06-01,2025,6,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,127300,127279,132785,131560,127300,0,129836,134095
2025-06-01,2025,6,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,385897,415956,393188,384912,385897,0,693187,692202
2025-06-01,2025,6,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,254417,277304,281869,270051,254417,0,497695,513328
2025-06-01,2025,6,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,217192,231087,192854,187603,217192,0,40925,11336
2025-06-01,2025,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,161806,155884,167589,169494,161806,0,227667,235355
2025-06-01,2025,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,107444,103923,120141,115937,107444,0,145709,154202
2025-06-01,2025,6,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,92276,86602,82200,81639,81639,10637,0,0
2025-06-01,2025,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,186595,190653,219154,213466,186595,0,597611,624482
2025-06-01,2025,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,124110,127102,157107,158679,124110,0,412729,447298
2025-06-01,2025,6,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,102473,105918,107492,104402,102473,0,130128,132057
2025-06-01,2025,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,107263,101967,116023,116060,107263,0,264399,273196
2025-06-01,2025,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,73585,67978,83174,83613,73585,0,192207,202235
2025-06-01,2025,6,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,59682,56649,56908,57684,59682,0,47524,45526
2025-07-01,2025,7,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,247498,242904,274239,268084,247498,0,691675,712261
2025-07-01,2025,7,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,175025,161936,197955,193209,175025,0,455075,473260
2025-07-01,2025,7,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,134664,134946,134245,132366,134664,0,134095,131797
2025-07-01,2025,7,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,387136,384963,398300,400432,387136,0,692202,705498
2025-07-01,2025,7,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,268579,256642,287506,285675,268579,0,513328,530424
2025-07-01,2025,7,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,215992,213869,194975,192148,203484,12507,11336,0
2025-07-01,2025,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,165165,169685,169767,172263,165165,0,235355,242453
2025-07-01,2025,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,109153,113123,122544,118300,109153,0,154202,163349
2025-07-01,2025,7,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,91351,94269,83104,85346,85346,6005,0,0
2025-07-01,2025,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,175563,198178,222003,216833,175563,0,624482,665752
2025-07-01,2025,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,113969,132119,160249,161029,113969,0,447298,494358
2025-07-01,2025,7,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,94311,110099,108675,111935,94311,0,132057,149681
2025-07-01,2025,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,100231,104321,117531,117274,100231,0,273196,290239
2025-07-01,2025,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,63632,69547,84838,84375,63632,0,202235,222978
2025-07-01,2025,7,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,54496,57956,57534,58541,54496,0,45526,49572
2025-08-01,2025,8,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,216397,200678,277804,274063,216397,0,712261,769927
2025-08-01,2025,8,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,137848,133785,201914,199097,137848,0,473260,534509
2025-08-01,2025,8,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,116677,111488,135722,137315,116677,0,131797,152435
2025-08-01,2025,8,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,382097,395536,403478,399706,382097,0,705498,723107
2025-08-01,2025,8,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,261235,263691,293256,299481,261235,0,530424,568669
2025-08-01,2025,8,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,212939,219742,197120,196558,196558,16382,0,0
2025-08-01,2025,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,174066,162292,171974,172387,174066,0,242453,240774
2025-08-01,2025,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,118540,108194,124994,122440,118540,0,163349,167250
2025-08-01,2025,8,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,97166,90162,84018,82059,82059,15107,0,0
2025-08-01,2025,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,169041,183994,224889,224473,169041,0,665752,721184
2025-08-01,2025,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,108974,122662,163454,162436,108974,0,494358,547820
2025-08-01,2025,8,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,94483,102219,109870,108636,94483,0,149681,163834
2025-08-01,2025,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,100322,89437,119059,122631,100322,0,290239,312548
2025-08-01,2025,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,64570,59624,86535,88591,64570,0,222978,246999
2025-08-01,2025,8,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,53984,49687,58167,58062,53984,0,49572,53650
2025-09-01,2025,9,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,190216,212676,281416,270622,190216,0,769927,850334
2025-09-01,2025,9,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,133817,141784,205952,206104,133817,0,534509,606795
2025-09-01,2025,9,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,110776,118154,137215,136609,110776,0,152435,178268
2025-09-01,2025,9,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,326126,339169,408723,410718,326126,0,723107,807699
2025-09-01,2025,9,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,223735,226113,299121,307694,223735,0,568669,652628
2025-09-01,2025,9,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,181883,188427,199289,198021,181883,0,0,16138
2025-09-01,2025,9,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,156611,154204,174210,168767,156611,0,240774,252931
2025-09-01,2025,9,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,105293,102803,127494,125161,105293,0,167250,187118
2025-09-01,2025,9,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,85429,85669,84943,82245,82245,3185,0,0
2025-09-01,2025,9,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,169165,157789,227813,229054,169165,0,721184,781073
2025-09-01,2025,9,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,106487,105193,166723,163110,106487,0,547820,604444
2025-09-01,2025,9,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,93261,87660,111079,109378,93261,0,163834,179951
2025-09-01,2025,9,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,87297,90266,120607,118166,87297,0,312548,343417
2025-09-01,2025,9,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,58024,60177,88265,87421,58024,0,246999,276396
2025-09-01,2025,9,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,46149,50148,58806,59398,46149,0,53650,66898
2025-10-01,2025,10,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,186126,208865,285074,276068,186126,0,850334,940276
2025-10-01,2025,10,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,130022,139243,210071,203412,130022,0,606795,680185
2025-10-01,2025,10,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,104491,116036,138724,140382,104491,0,178268,214158
2025-10-01,2025,10,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,333057,307896,414036,412427,333057,0,807699,887069
2025-10-01,2025,10,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,226886,205264,305104,308696,226886,0,652628,734438
2025-10-01,2025,10,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,195530,171054,201481,194848,195530,0,16138,15456
2025-10-01,2025,10,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,155642,144125,176475,179375,155642,0,252931,276664
2025-10-01,2025,10,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,102949,96083,130044,128022,102949,0,187118,212192
2025-10-01,2025,10,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,83256,80069,85877,82391,82391,866,0,0
2025-10-01,2025,10,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,160505,156107,230774,235083,160505,0,781073,855650
2025-10-01,2025,10,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,109180,104071,170058,173375,109180,0,604444,668638
2025-10-01,2025,10,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,86727,86726,112301,110697,86727,0,179951,203921
2025-10-01,2025,10,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,89896,89165,122175,119710,89896,0,343417,373231
2025-10-01,2025,10,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB2-AZ,Fab 2 - Arizona,58955,59443,90031,92731,58955,0,276396,310173
2025-10-01,2025,10,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB3-SG,Fab 3 - Singapore,49682,49536,59453,60488,49682,0,66898,77704
2025-11-01,2025,11,Actual,MCU-A32,Microcontroller A32,High,FAB1-TW,Fab 1 - Taiwan,200768,201349,288780,289396,200768,0,940276,1028904
2025-11-01,2025,11,Actual,MCU-A32,Microcontroller A32,High,FAB2-AZ,Fab 2 - Arizona,132347,134233,214273,210522,132347,0,680185,758361
2025-11-01,2025,11,Actual,MCU-A32,Microcontroller A32,High,FAB3-SG,Fab 3 - Singapore,108924,111861,140250,142787,108924,0,214158,248020
2025-11-01,2025,11,Actual,MEM-D4,DRAM Memory D4,High,FAB1-TW,Fab 1 - Taiwan,322152,353804,419419,412664,322152,0,887069,977582
2025-11-01,2025,11,Actual,MEM-D4,DRAM Memory D4,High,FAB2-AZ,Fab 2 - Arizona,217703,235869,311206,320542,217703,0,734438,837277
2025-11-01,2025,11,Actual,MEM-D4,DRAM Memory D4,High,FAB3-SG,Fab 3 - Singapore,182545,196558,203697,207509,182545,0,15456,40421
2025-11-01,2025,11,Actual,LOGIC-X7,Logic IC X7,Critical,FAB1-TW,Fab 1 - Taiwan,145156,153153,178769,176727,145156,0,276664,308234
2025-11-01,2025,11,Actual,LOGIC-X7,Logic IC X7,Critical,FAB2-AZ,Fab 2 - Arizona,100759,102102,132645,132543,100759,0,212192,243975
2025-11-01,2025,11,Actual,LOGIC-X7,Logic IC X7,Critical,FAB3-SG,Fab 3 - Singapore,84983,85085,86822,86470,84983,0,0,1487
2025-11-01,2025,11,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB1-TW,Fab 1 - Taiwan,147278,159846,233774,226669,147278,0,855650,935041
2025-11-01,2025,11,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB2-AZ,Fab 2 - Arizona,102065,106564,173459,174896,102065,0,668638,741469
2025-11-01,2025,11,Actual,ANALOG-P9,Power Mgmt IC P9,Medium,FAB3-SG,Fab 3 - Singapore,79307,88803,113536,113637,79307,0,203921,238252
2025-11-01,2025,11,Actual,SENSOR-S2,Sensor IC S2,Medium,FAB1-TW,Fab 1 - Taiwan,84336,94384,123763,122325,84336,0,373231,411220
